kwh,kw
10.411629027082123,1.1032165932581932
11.039763864304106,1.147008034981812
10.900956509256217,1.1032165932581932
9.684341710644869,1.147008034981812
11.372774649129646,1.722078341744227
10.546628368456334,1.1339712981484549
12.213060037874937,1.2964464599752232
8.810405114538193,1.12646497477327
10.07954916559102,1.147008034981812
9.850149462466376,1.147008034981812
10.795439787488013,1.147008034981812
9.928559071369524,1.147008034981812
10.955034432640332,1.0522962266879718
10.31553023628348,1.1339712981484549
7.669086282398909,1.1258321513133451
11.03225191780434,1.2228425292566554
8.73010539992459,1.12646497477327
8.809005880927547,1.1531344461824684
9.338260065390868,1.256622599134933
11.894464557985945,1.1640563518890057
11.021746037781892,1.1366933435626998
13.035460390375581,1.369722733540764
10.876064439935302,1.8274892386831454
10.838459326120862,1.147008034981812
11.6488889454845,1.2340070410797803
12.817088006883822,1.5634258353266903
9.343834282708755,1.131505865044394
14.953858579384537,2.447450279260313
8.689849027504962,1.140276825919281
9.60080031075614,1.194967903632258
8.236081214220576,0.634387920629917
7.5505947831142635,0.634387920629917
7.686884220706921,0.634387920629917
9.277203105349516,0.7959036301057458
9.272123920851556,1.0881687818556849
7.3417736783107435,0.6573081601272417
8.242813784125765,0.6573081601272417
7.77997354655811,0.828422601708937
8.740834982105152,0.7024261377432753
6.602867864907422,0.6187632081415884
9.025006303686702,0.7321028226105704
8.591768626901901,0.634387920629917
8.272675208466422,0.6573081601272417
9.040088999173495,0.6857755617794608
7.969071550693487,0.634387920629917
7.502335851867127,0.634387920629917
7.547102079688844,0.634387920629917
7.271902738347391,0.7298887326499857
8.691055636647047,0.634387920629917
6.93361239315834,0.6573081601272417
5.727375055346385,0.6273413413348007
8.966660874521676,0.6520027370894323
7.661400740745722,0.7724872155162169
7.8043347281919875,0.6940395094757463
7.904687768849757,0.6506411251071181
8.319299081855842,0.634387920629917
6.423929596105376,0.6376280920584518
7.27354631381033,0.7368931328498822
7.05974759299136,0.7466485517523355
6.867300594124206,0.6584227548530117
18.43369615654378,2.052051992411805
16.850310314487178,1.7002872087864493
28.630391564228113,4.1594875813422325
21.82355473940945,4.354437151020989
19.65177541957751,4.205284059251714
16.108380283731886,1.761362344381594
17.63735759352073,2.0647322360112184
15.424024863673148,2.0936435510888693
18.314550417177003,4.819101460385411
16.35686874706707,1.7252781131147876
20.325484198929416,3.5564234409574444
24.65536578065702,4.324166738832019
18.761006705930804,2.334240089386804
17.825399425485166,1.7804618378706198
15.336124367626983,2.1776491082609817
15.531223557722047,1.832041715940718
21.471104049546092,3.9243000509594976
16.1318660180662,1.6850357855415017
22.573485542188607,3.7259855465268155
20.12433347808706,3.995259238063521
16.566496761961314,1.7410323500700986
21.092564256437345,4.270187570174495
18.151750390409198,2.231770844834616
17.204154793486424,2.1695633072100584
24.17845531767061,4.561219282041262
17.295488170369882,2.1513627453628006
14.901550978391667,2.3343937784890243
17.29700935752174,1.889323573828576
16.232489535270908,2.133525266341089
16.271422831206856,1.9509821413890092
32.45303203904709,5.770188407930709
39.97238929924072,5.4950646551551845
33.00580878486441,5.047549177743749
41.65201219286879,5.316449092095861
37.58807761412898,4.943607317461721
34.62902964541511,5.165320900018307
40.381642589361306,5.620611088100794
44.5466892472399,5.216084676131072
36.53090567349499,5.369698785404946
43.076542761241775,6.171849938809058
44.7397695073831,5.589476385919397
37.96161703024106,5.618910268133124
42.397041687995916,6.636378121794339
46.35506544896135,6.267757059886954
40.55107377580818,5.795847586367563
35.97477019081467,5.556777222180585
39.291846528469186,5.887723967123275
43.22384685383617,6.073114948643029
40.34903588598355,6.323980244587435
46.526847778045834,5.821218248731252
43.45864727894948,4.971298573860029
38.67281091527385,5.089280227603036
41.49319414469585,5.500407939905113
42.85056193225149,5.459840788252934
38.208433666015,5.501378287236441
34.98891912778711,5.254223918154141
42.05409233820121,5.735620013808131
40.423258729423445,5.360597222420187
39.59003120268652,5.770188407930709
45.50753490161753,5.578667672567088
13.15133719268173,1.2070980712800934
13.503957454302123,1.208015832856063
11.617671953365546,0.922990651745852
13.011206583424212,1.0238611453560629
10.803825166583987,1.1923163288303469
13.770135880165121,1.214197411851962
15.733883157651315,1.1610675823192982
11.229009781650571,1.0238611453560629
11.266841778445261,1.0238611453560629
13.12920959876638,2.732469641717287
11.236289879564861,1.189631084183188
11.856814520116114,1.105910540166131
13.69620082481356,1.239022930114909
14.553902447091236,2.297492946139858
10.18518494405907,2.1908644765147893
12.157649911603784,1.0238611453560629
9.946664419765309,1.008161641330347
11.470141369043516,1.0238611453560629
17.940630286379232,3.048459110751553
20.978275323449797,2.931343062804063
15.257934996330711,1.2290085241958673
12.80007794600785,1.10340727138519
15.941351495962058,2.8985315401346794
18.655004066180418,3.150664528498343
18.692465051453546,2.813198584976935
12.878098357474705,1.0238611453560629
11.531333878102746,1.0572208293070502
13.663747113500015,1.0572208293070502
15.932061955575847,2.8809546276579625
16.74244540281243,2.808976622208825
31.81583196604835,7.141418041356532
27.192442576065154,5.141837630537836
34.85318987782145,7.741475380171569
30.750244681390804,7.900222074053671
23.906142900508478,5.186454014166043
30.682587296845924,7.630305188049843
22.250303333055328,5.114355864837629
30.911539358723527,7.28879397432433
22.80344253476334,3.70846443492728
30.73636622615619,7.296117016666483
36.60356756711607,8.344409185293612
27.216956337176725,5.186454014166043
31.547896581235623,7.66258352796884
16.821741251844664,5.100112545244539
14.933352668968638,3.09932678706958
15.449901246842881,3.1056206985691284
18.27016777916547,5.078186819799283
28.940289817310074,7.372725081828544
20.189217887161313,3.1736908507303943
18.7817097760181,4.280379832107054
28.41264075422159,6.622314346278363
25.06335398682858,5.109551292359568
22.61422688357006,5.063012230903653
34.4656239632572,7.807989262198018
29.809361347618886,5.170192950712466
22.62882662622347,5.06060173274785
38.65030086152992,8.079529575888468
14.989379465066893,3.1072511964195546
29.51638488678897,8.365395659154856
22.525038941038815,7.28879397432433
22.517820514794572,5.3334440562661705
23.633690020207183,5.42586712936432
24.97459427175169,6.741657260259116
21.388536428060476,5.035234422757005
33.69598029152761,9.9173784509396
54.543979417901255,25.67596672015095
18.891962376020363,4.972018818186298
41.6297572903529,25.737155511683746
24.187984874264522,5.678275404574007
41.88598736605795,10.337041236482374
14.953847887409317,5.03625806686432
27.549482834597647,7.864142677193475
23.13704314367896,5.890368672522497
18.983549007183967,5.738058797295919
17.626555767871267,4.767951949101603
18.759253993161735,4.831010656331232
20.815287544819007,4.889245674250736
23.60001048907816,5.4210717886732445
15.732312702755163,5.3334440562661705
20.64801782480227,5.194379923095925
25.960074377645228,6.204479047151706
28.20549094534258,5.873365246828697
20.669081797046207,4.983776530393176
17.096515915151606,4.664076007450332
22.72108741009196,5.794795602491533
44.261841354207476,10.047520746660172
24.187371007506016,5.129901363097772
19.69925948112919,5.738058797295919
18.17900557467545,5.03625806686432
18.58458270756217,4.978275483046725
25.164108623825204,7.32491884303924
27.279904599610312,7.389431359114359
21.416302597526826,6.847431696968559
27.361679171152417,6.831276986124811
36.172052102506726,11.807972236647007
35.50779955707989,11.874771039887428
24.995618599780087,7.44348049609629
25.939144627706398,6.9368146086977704
24.48474336320654,7.861586236842984
27.02671773941276,7.314108396141452
36.02237774475661,11.200025921647548
21.796100036414146,6.797373145736782
28.211663619688366,7.67647743042199
34.163250438999285,7.169995334342522
23.35555603447452,6.717005638167025
21.709782751873657,7.098352452366751
23.94891588454003,7.22627905635728
34.39362657306154,10.681548409086838
18.301817630174604,6.619748377280386
27.62589232549655,7.154740383234701
27.501476145310303,7.406630412985008
31.02543999246531,7.32491884303924
35.41836725705129,11.246767327550524
23.412032744378422,7.32491884303924
27.773155836734585,7.314108396141452
22.652109268198164,6.831276986124811
26.457806904525956,7.344805908012705
24.527574571904957,7.324711097033841
40.25540693637859,11.365276990614213
26.586591913028407,7.2309469550298475
166.16943119559178,22.463076750200624
173.024847436607,22.634508747315117
185.4400715610109,23.626952614144415
129.27614077766822,21.17380950020998
128.2616759223469,19.300203508015816
132.8988844400859,20.109814525176724
141.45495203357487,23.58140883963049
108.80842724243948,17.703963048766116
117.6440984529437,21.919617847638506
137.74711223531784,20.67976754019593
119.13625434805698,25.724417220794997
136.9305684698425,20.34277001620397
158.17138038753345,21.420616450061562
95.89246541836161,19.527065622783145
66.86181452030954,22.412846879963517
96.27407616049229,18.215198856922168
106.53605369176461,17.788736258045052
103.95229800057895,22.769781052340274
123.37229552646667,21.503005562684216
142.68725827344377,20.600857275286465
146.1092913842451,22.783781252485102
150.94648135564984,20.743555645533867
147.04268387116235,22.79229787541296
170.61942596322768,22.61718450941144
177.35065344027566,23.406099287055333
146.59602153843895,19.488242292124674
89.18301971491326,20.229627750173997
89.05029549547226,22.450708091205872
106.20438076272481,19.320733717574857
92.72779657217833,22.47981942030364
19.721402775225684,3.911963962472396
20.25241044073296,3.6371488602597024
21.175793315615117,4.005280729612628
19.246159718481433,3.635499054488863
16.967805866161,3.7373266773486193
18.46217648712743,4.626660123242129
16.0097580887212,3.0500166703277314
13.21465567571219,3.9123971113361833
15.904219376209268,3.91435702086372
17.359904994129202,4.705793660698701
16.265334842197923,3.620708314964793
18.857470901910936,4.586563833971294
17.233127771525698,3.8622104546203895
12.114873619354357,3.6639241955165582
12.153809368419477,3.623961634803679
14.01611755122817,3.62351930973339
18.58177049822674,3.620708314964793
13.947437141058705,3.138451526360514
18.82004598261218,3.82853834257998
15.186690902239379,3.932204029179901
20.897736611315867,3.9262783549423412
20.794902269496934,3.635499054488863
17.049404207716172,3.643123593958669
20.699575457170212,3.91435702086372
22.687154793282538,3.8510168665968494
18.523879151967996,3.620708314964793
13.396679520620628,3.0847748368056376
11.909766296295134,2.963362950225834
14.537132346466777,3.232946763584608
12.98558601429841,3.8733914484209606
